drug	protein	y
CHEMBL1964948	P06239	11.3
CHEMBL1964948	P06241	11.3
CHEMBL1964948	P07333	11.7
CHEMBL1964948	P07949	11.9
CHEMBL1964948	P08069	11.7
CHEMBL1964948	P08581	11.7
CHEMBL1964948	P11309	11.3
CHEMBL1964948	P11362	11.5
CHEMBL1964948	P16234	11.7
CHEMBL1964948	P17612	12
CHEMBL1964948	P17948	11.5
CHEMBL1964948	P27448	11.4
CHEMBL1964948	P34947	11.5
CHEMBL1964948	P35968	11.7
CHEMBL1964948	P36507	11.5
CHEMBL1964948	P36888	11.6
CHEMBL1964948	P45983	11.4
CHEMBL1964948	P45984	11.5
CHEMBL1964948	P48729	11.5
CHEMBL1964948	P49336	12.5
CHEMBL1964948	P49760	11.5
CHEMBL1964948	P49841	11.5
CHEMBL1964948	P50613	11.5
CHEMBL1964948	P50750	11.9
CHEMBL1964948	P51812	11.5
CHEMBL1964948	P52333	11.4
CHEMBL1964948	Q00535	11.6
CHEMBL1964948	Q02750	11.6
CHEMBL1964948	Q04759	11.7
CHEMBL1964948	Q04771	11.5
CHEMBL1964948	Q04912	11.5
CHEMBL1964948	Q05397	11.3
CHEMBL1964948	Q06187	11.3
CHEMBL1964948	Q07912	11.5
CHEMBL1964948	Q13131	11.6
CHEMBL1964948	Q13627	11.8
CHEMBL1964948	Q16288	11.6
CHEMBL1964948	Q16513	11.4
CHEMBL1964948	Q16539	13
CHEMBL1964948	Q16620	11.5
CHEMBL1964948	Q8IU85	11.7
CHEMBL1964948	Q96GD4	11.6
CHEMBL1964948	Q9HAZ1	11.7
CHEMBL1964948	Q9UHD2	11.6
CHEMBL1964948	Q9UQM7	11.2
CHEMBL1966175	O14965	11.9
CHEMBL1966175	O43293	11.4
CHEMBL1966175	O60674	15.2002
CHEMBL1966175	O95819	11.4
CHEMBL1966175	O96013	11.4
CHEMBL1966175	P00519	11.5
CHEMBL1966175	P04629	11.6
CHEMBL1966175	P06239	11.7
CHEMBL1966175	P06241	11.3
CHEMBL1966175	P07333	11.7
CHEMBL1966175	P07949	11.7
CHEMBL1966175	P08069	11.7
CHEMBL1966175	P08581	11.7
CHEMBL1966175	P11309	11.3
CHEMBL1966175	P11362	11.5
CHEMBL1966175	P16234	11.7
CHEMBL1966175	P17612	12.4
CHEMBL1966175	P17948	11.5
CHEMBL1966175	P34947	11.5
CHEMBL1966175	P35968	12
CHEMBL1966175	P36507	11.5
CHEMBL1966175	P36888	11.6
CHEMBL1966175	P45983	11.7
CHEMBL1966175	P45984	11.5
CHEMBL1966175	P48729	11.5
CHEMBL1966175	P49336	11.6
CHEMBL1966175	P49760	11.5
CHEMBL1966175	P49841	11.5
CHEMBL1966175	P50613	11.5
CHEMBL1966175	P50750	11.9
CHEMBL1966175	P51812	11.5
CHEMBL1966175	P52333	14.6003
CHEMBL1966175	Q00535	11.6
CHEMBL1966175	Q02750	11.6
CHEMBL1966175	Q04759	12
CHEMBL1966175	Q04771	11.5
CHEMBL1966175	Q04912	11.7
CHEMBL1966175	Q05397	11.3
CHEMBL1966175	Q06187	11.3
CHEMBL1966175	Q07912	11.6
CHEMBL1966175	Q13131	11.6
CHEMBL1966175	Q13464	13.7
CHEMBL1966175	Q13627	11.8
CHEMBL1966175	Q16288	11.6
CHEMBL1966175	Q16513	12.6
CHEMBL1966175	Q16539	11.5
CHEMBL1966175	Q16620	11.5
CHEMBL1966175	Q8IU85	12.2
CHEMBL1966175	Q9HAZ1	11.7
CHEMBL1966175	Q9UHD2	11.6
CHEMBL1966175	Q9UM73	11.3
CHEMBL1966175	Q9UQM7	11.2
CHEMBL1967211	O14965	10.3
CHEMBL1967211	O60674	10.1
CHEMBL1967211	P07333	10.1
CHEMBL1967211	P07949	10.2
CHEMBL1967211	P17612	10.4
CHEMBL1967211	P35968	10.2
CHEMBL1967211	P50750	10.3
CHEMBL1967211	P51812	10.2
CHEMBL1967211	P53667	11.1
CHEMBL1967211	Q02750	10.2
CHEMBL1967211	Q04759	10.1
CHEMBL1967211	Q13627	10.8
CHEMBL1967211	Q16539	10.2
CHEMBL1967211	Q8IU85	10.1
CHEMBL1967211	Q9HAZ1	12.2
CHEMBL1967211	Q9UM73	10.1
CHEMBL1967336	O14965	11.9
CHEMBL1967336	O43293	11.4
CHEMBL1967336	O60674	11.7
CHEMBL1967336	O95819	11.4
CHEMBL1967336	O96013	11.4
CHEMBL1967336	P00519	11.5
CHEMBL1967336	P04629	11.6
CHEMBL1967336	P06239	11.3
CHEMBL1967336	P06241	11.3
CHEMBL1967336	P07333	11.7
CHEMBL1967336	P07949	11.6
CHEMBL1967336	P08069	11.7
CHEMBL1967336	P08581	11.7
CHEMBL1967336	P11309	11.3
CHEMBL1967336	P11362	11.5
CHEMBL1967336	P16234	11.7
CHEMBL1967336	P17612	12
CHEMBL1967336	P17948	11.5
CHEMBL1967336	P34947	11.5
CHEMBL1967336	P35968	11.7
CHEMBL1967336	P36507	11.5
CHEMBL1967336	P36888	11.6
CHEMBL1967336	P45983	11.4
CHEMBL1967336	P45984	11.5
CHEMBL1967336	P48729	11.5
CHEMBL1967336	P49336	12.7
CHEMBL1967336	P49760	11.5
CHEMBL1967336	P49841	13.7
CHEMBL1967336	P50613	11.5
CHEMBL1967336	P50750	12.1
CHEMBL1967336	P51812	11.5
CHEMBL1967336	P52333	11.4
CHEMBL1967336	Q00535	12.8
CHEMBL1967336	Q02750	11.6
CHEMBL1967336	Q04759	11.7
CHEMBL1967336	Q04771	11.5
CHEMBL1967336	Q04912	11.5
CHEMBL1967336	Q05397	11.3
CHEMBL1967336	Q06187	11.3
CHEMBL1967336	Q07912	11.5
CHEMBL1967336	Q13131	11.6
CHEMBL1967336	Q13464	11.5
CHEMBL1967336	Q13627	11.8
CHEMBL1967336	Q16288	11.6
CHEMBL1967336	Q16539	11.5
CHEMBL1967336	Q16620	11.5
CHEMBL1967336	Q8IU85	11.7
CHEMBL1967336	Q96GD4	11.5
CHEMBL1967336	Q9HAZ1	11.7
CHEMBL1967336	Q9UHD2	11.6
CHEMBL1967336	Q9UM73	11.3
CHEMBL1967336	Q9UQM7	11.2
CHEMBL1967513	O14965	11.9
CHEMBL1967513	O43293	11.4
CHEMBL1967513	O60674	11.7
CHEMBL1967513	O95819	11.4
CHEMBL1967513	O96013	11.4
CHEMBL1967513	P00519	11.8
CHEMBL1967513	P04629	11.6
CHEMBL1967513	P06239	11.3
CHEMBL1967513	P06241	11.3
CHEMBL1967513	P07333	11.7
CHEMBL1967513	P07949	11.6
CHEMBL1967513	P08069	11.7
CHEMBL1967513	P08581	11.7
CHEMBL1967513	P11309	11.3
CHEMBL1967513	P11362	11.5
CHEMBL1967513	P16234	11.7
CHEMBL1967513	P17612	12
CHEMBL1967513	P17948	11.5
CHEMBL1967513	P34947	11.5
CHEMBL1967513	P35968	11.7
CHEMBL1967513	P36507	11.5
CHEMBL1967513	P36888	11.6
CHEMBL1967513	P45983	11.4
CHEMBL1967513	P45984	11.5
CHEMBL1967513	P48729	11.5
CHEMBL1967513	P49336	13.3
CHEMBL1967513	P49760	11.6
CHEMBL1967513	P49841	13.5
CHEMBL1967513	P50613	11.5
CHEMBL1967513	P50750	11.9
CHEMBL1967513	P51812	11.5
CHEMBL1967513	P52333	11.4
CHEMBL1967513	Q00535	11.6
CHEMBL1967513	Q02750	11.6
CHEMBL1967513	Q04759	11.7
CHEMBL1967513	Q04771	11.9
CHEMBL1967513	Q04912	11.5
CHEMBL1967513	Q05397	11.3
CHEMBL1967513	Q06187	11.3
CHEMBL1967513	Q07912	11.5
CHEMBL1967513	Q13131	11.6
CHEMBL1967513	Q13464	11.5
CHEMBL1967513	Q13627	11.8
CHEMBL1967513	Q16288	11.6
CHEMBL1967513	Q16539	11.5
CHEMBL1967513	Q16620	11.5
CHEMBL1967513	Q8IU85	11.7
CHEMBL1967513	Q96GD4	11.5
CHEMBL1967513	Q9HAZ1	12.9
CHEMBL1967513	Q9UHD2	11.6
CHEMBL1967513	Q9UM73	11.3
CHEMBL1967513	Q9UQM7	11.2
CHEMBL1967998	O14965	13.7
CHEMBL1967998	O43293	12.8
CHEMBL1967998	O60674	14.7003
CHEMBL1967998	O95819	12.3
CHEMBL1967998	O96013	13
CHEMBL1967998	P04629	12.7
CHEMBL1967998	P06239	13.6
CHEMBL1967998	P06241	12.8
CHEMBL1967998	P07333	14.3
CHEMBL1967998	P07949	13.9
CHEMBL1967998	P08069	13.8001
CHEMBL1967998	P08581	13
CHEMBL1967998	P11309	11.3
CHEMBL1967998	P11362	13.2
CHEMBL1967998	P16234	12.9
CHEMBL1967998	P17612	13.1
CHEMBL1967998	P17948	13.1
CHEMBL1967998	P30291	14.6003
CHEMBL1967998	P34947	11.5
CHEMBL1967998	P35968	13.8001
CHEMBL1967998	P36507	13.1
CHEMBL1967998	P36888	13.5
CHEMBL1967998	P45983	13.5
CHEMBL1967998	P45984	13.1
CHEMBL1967998	P48729	11.7
CHEMBL1967998	P49336	11.5
CHEMBL1967998	P49760	12.5
CHEMBL1967998	P49841	11.5
CHEMBL1967998	P50613	13.3
CHEMBL1967998	P50750	12.3
CHEMBL1967998	P51812	13
CHEMBL1967998	P52333	13.3
CHEMBL1967998	Q00535	12.8
CHEMBL1967998	Q02750	13
CHEMBL1967998	Q04759	12
CHEMBL1967998	Q04771	13
CHEMBL1967998	Q04912	12.4
CHEMBL1967998	Q05397	13.2
CHEMBL1967998	Q06187	12.5
CHEMBL1967998	Q07912	13.3
CHEMBL1967998	Q13131	13.1
CHEMBL1967998	Q13464	12.7
CHEMBL1967998	Q13627	11.9
CHEMBL1967998	Q16288	12.4
CHEMBL1967998	Q16539	11.5
CHEMBL1967998	Q16620	12.8
CHEMBL1967998	Q8IU85	12
CHEMBL1967998	Q9HAZ1	13.7
CHEMBL1967998	Q9UHD2	12.6
CHEMBL1967998	Q9UM73	13.1
CHEMBL1967998	Q9UQM7	11.5
CHEMBL1968394	O14965	10.3
CHEMBL1968394	P06241	10.8
CHEMBL1968394	P07333	10.1
CHEMBL1968394	P17612	10.4
CHEMBL1968394	P35968	10.1
CHEMBL1968394	P50750	10.3
CHEMBL1968394	Q04759	10.1
CHEMBL1968394	Q13627	10.2
CHEMBL1968394	Q8IU85	10.1
CHEMBL1968394	Q9HAZ1	12.1
CHEMBL1968515	O14965	10.3
CHEMBL1968515	O43293	11.1
CHEMBL1968515	P07333	10.1
CHEMBL1968515	P07949	10.4
CHEMBL1968515	P17612	10.5
CHEMBL1968515	P34947	10.6
CHEMBL1968515	P35968	10.1
CHEMBL1968515	P49336	11.5
CHEMBL1968515	P49841	10.6
CHEMBL1968515	P50750	10.3
CHEMBL1968515	Q00535	11.4
CHEMBL1968515	Q04759	11.5
CHEMBL1968515	Q05397	10.1
CHEMBL1968515	Q07912	10.7
CHEMBL1968515	Q13627	10.3
CHEMBL1968515	Q8IU85	10.1
CHEMBL1968515	Q9HAZ1	11.5
CHEMBL1968868	O14965	11.9
CHEMBL1968868	O43293	11.4
CHEMBL1968868	O60674	11.7
CHEMBL1968868	O95819	11.4
CHEMBL1968868	O96013	11.4
CHEMBL1968868	P00519	11.7
CHEMBL1968868	P04629	11.6
CHEMBL1968868	P06239	11.3
CHEMBL1968868	P06241	11.3
CHEMBL1968868	P07333	11.7
CHEMBL1968868	P07949	11.6
CHEMBL1968868	P08069	11.7
CHEMBL1968868	P08581	11.7
CHEMBL1968868	P11309	11.5
CHEMBL1968868	P11362	11.5
CHEMBL1968868	P16234	11.7
CHEMBL1968868	P17612	12
CHEMBL1968868	P17948	11.5
CHEMBL1968868	P34947	11.5
CHEMBL1968868	P35968	11.7
CHEMBL1968868	P36507	11.5
CHEMBL1968868	P36888	11.6
CHEMBL1968868	P45983	11.4
CHEMBL1968868	P45984	11.5
CHEMBL1968868	P48729	12.1
CHEMBL1968868	P49336	11.5
CHEMBL1968868	P49760	12.6
CHEMBL1968868	P49841	13.7
CHEMBL1968868	P50613	11.5
CHEMBL1968868	P50750	11.9
CHEMBL1968868	P51812	11.5
CHEMBL1968868	Q00535	12
CHEMBL1968868	Q02750	11.6
CHEMBL1968868	Q04759	11.7
CHEMBL1968868	Q04771	12.8
CHEMBL1968868	Q04912	11.5
CHEMBL1968868	Q05397	11.3
CHEMBL1968868	Q06187	11.3
CHEMBL1968868	Q07912	11.5
CHEMBL1968868	Q13131	11.6
CHEMBL1968868	Q13464	11.5
CHEMBL1968868	Q13627	11.8
CHEMBL1968868	Q16288	11.6
CHEMBL1968868	Q16539	11.5
CHEMBL1968868	Q16620	11.5
CHEMBL1968868	Q8IU85	11.7
CHEMBL1968868	Q96GD4	11.5
CHEMBL1968868	Q9HAZ1	13.2
CHEMBL1968868	Q9UHD2	11.6
CHEMBL1968868	Q9UM73	11.3
CHEMBL1968868	Q9UQM7	11.2
CHEMBL1970290	O14965	11.9
CHEMBL1970290	O43293	11.7
CHEMBL1970290	O60674	11.9
CHEMBL1970290	O95819	11.4
CHEMBL1970290	O96013	12.4
CHEMBL1970290	P00519	11.9
CHEMBL1970290	P04629	12
CHEMBL1970290	P06239	11.3
CHEMBL1970290	P06241	11.6
CHEMBL1970290	P07333	11.7
CHEMBL1970290	P07949	12.4
CHEMBL1970290	P08069	11.7
CHEMBL1970290	P08581	12
CHEMBL1970290	P11309	11.6
CHEMBL1970290	P11362	11.5
CHEMBL1970290	P16234	12.7
CHEMBL1970290	P17612	12.6
CHEMBL1970290	P17948	11.8
CHEMBL1970290	P34947	12
CHEMBL1970290	P35968	11.9
CHEMBL1970290	P36507	12.1
CHEMBL1970290	P36888	11.6
CHEMBL1970290	P45983	11.4
CHEMBL1970290	P45984	11.5
CHEMBL1970290	P48729	11.7
CHEMBL1970290	P49336	12.1
CHEMBL1970290	P49760	11.6
CHEMBL1970290	P49841	12
CHEMBL1970290	P50613	12.2
CHEMBL1970290	P50750	11.9
CHEMBL1970290	P51812	12
CHEMBL1970290	P52333	11.8
CHEMBL1970290	Q02750	11.8
CHEMBL1970290	Q04759	12.7
CHEMBL1970290	Q04771	11.8
CHEMBL1970290	Q05397	11.8
CHEMBL1970290	Q06187	11.4
CHEMBL1970290	Q07912	12
CHEMBL1970290	Q13627	11.8
CHEMBL1970290	Q16288	12.1
CHEMBL1970290	Q16539	13.2
CHEMBL1970290	Q16620	12.4
CHEMBL1970290	Q8IU85	11.7
CHEMBL1970290	Q9UHD2	11.6
CHEMBL1970290	Q9UM73	12.4
CHEMBL1970290	Q9UQM7	11.5
CHEMBL1971519	O14965	10.5
CHEMBL1971519	O43293	10.5
CHEMBL1971519	O95819	10.8
CHEMBL1971519	O96013	10.4
CHEMBL1971519	P00519	10.9
CHEMBL1971519	P04629	10.4
CHEMBL1971519	P06239	11.1
CHEMBL1971519	P07333	11.2
CHEMBL1971519	P07949	10.8
CHEMBL1971519	P08069	10.4
CHEMBL1971519	P08581	10.6
CHEMBL1971519	P11362	10.3
CHEMBL1971519	P17612	13.2
CHEMBL1971519	P17948	10.2
CHEMBL1971519	P34947	10.6
CHEMBL1971519	P35968	11
CHEMBL1971519	P36507	12
CHEMBL1971519	P45983	10.4
CHEMBL1971519	P45984	10.4
CHEMBL1971519	P48729	11.2
CHEMBL1971519	P49760	11.8
CHEMBL1971519	P49841	10.8
CHEMBL1971519	P50613	10.8
CHEMBL1971519	P50750	10.3
CHEMBL1971519	P51812	10.8
CHEMBL1971519	Q00535	10.8
CHEMBL1971519	Q02750	12.7
CHEMBL1971519	Q04759	10.8
CHEMBL1971519	Q04771	12.1
CHEMBL1971519	Q04912	10.3
CHEMBL1971519	Q05397	10.8
CHEMBL1971519	Q07912	10.9
CHEMBL1971519	Q13464	12.4
CHEMBL1971519	Q13627	10.7
CHEMBL1971519	Q16539	10.4
CHEMBL1971519	Q8IU85	10.4
CHEMBL1971519	Q9HAZ1	13.5
CHEMBL1971519	Q9UM73	10.3
CHEMBL1971519	Q9UQM7	10.7
CHEMBL1971606	O14965	11.9
CHEMBL1971606	O43293	11.4
CHEMBL1971606	O60674	11.7
CHEMBL1971606	O95819	11.4
CHEMBL1971606	O96013	11.4
CHEMBL1971606	P04629	11.6
CHEMBL1971606	P06239	11.3
CHEMBL1971606	P06241	11.3
CHEMBL1971606	P07333	11.7
CHEMBL1971606	P07949	11.6
CHEMBL1971606	P08069	11.7
CHEMBL1971606	P08581	11.7
CHEMBL1971606	P11309	11.3
CHEMBL1971606	P11362	11.5
CHEMBL1971606	P16234	11.7
CHEMBL1971606	P17612	12.1
CHEMBL1971606	P17948	11.5
CHEMBL1971606	P34947	11.5
CHEMBL1971606	P35968	11.7
CHEMBL1971606	P36507	11.5
CHEMBL1971606	P36888	11.6
CHEMBL1971606	P45983	11.4
CHEMBL1971606	P45984	11.5
CHEMBL1971606	P48729	11.5
CHEMBL1971606	P49336	11.5
CHEMBL1971606	P49760	11.5
CHEMBL1971606	P49841	11.7
CHEMBL1971606	P50613	11.5
CHEMBL1971606	P50750	11.9
CHEMBL1971606	P51812	11.5
CHEMBL1971606	P52333	11.4
CHEMBL1971606	Q00535	11.6
CHEMBL1971606	Q02750	11.6
CHEMBL1971606	Q04759	11.8
CHEMBL1971606	Q04771	11.5
CHEMBL1971606	Q04912	11.5
CHEMBL1971606	Q05397	11.3
CHEMBL1971606	Q06187	11.3
CHEMBL1971606	Q07912	11.5
CHEMBL1971606	Q13131	11.6
CHEMBL1971606	Q13464	15.2002
CHEMBL1971606	Q13627	11.8
CHEMBL1971606	Q16288	11.6
CHEMBL1971606	Q16539	11.5
CHEMBL1971606	Q16620	11.5
CHEMBL1971606	Q8IU85	11.7
CHEMBL1971606	Q9HAZ1	13.1
CHEMBL1971606	Q9UHD2	11.6
CHEMBL1971606	Q9UM73	11.3
CHEMBL1971606	Q9UQM7	11.2
CHEMBL1972583	O14965	10.3
CHEMBL1972583	P07333	10.1
CHEMBL1972583	P17612	10.4
CHEMBL1972583	P35968	10.1
CHEMBL1972583	P50750	10.3
CHEMBL1972583	Q02750	10.4
CHEMBL1972583	Q04759	10.1
CHEMBL1972583	Q13627	10.2
CHEMBL1972583	Q8IU85	10.1
CHEMBL1972583	Q9HAZ1	11.5
CHEMBL1973516	O14965	13.05
CHEMBL1973516	O43293	11.6
CHEMBL1973516	O60674	12.9
CHEMBL1973516	O95819	11.85
CHEMBL1973516	O96013	12.6
CHEMBL1973516	P04629	11.6
CHEMBL1973516	P06239	13.3
CHEMBL1973516	P06241	12.55
CHEMBL1973516	P07333	13.85
CHEMBL1973516	P07949	14.05
CHEMBL1973516	P08069	13.15
CHEMBL1973516	P08581	11.7
CHEMBL1973516	P11309	11.45
CHEMBL1973516	P11362	13.8
CHEMBL1973516	P16234	11.75
CHEMBL1973516	P17612	12.1
CHEMBL1973516	P17948	13.85
CHEMBL1973516	P30291	14.7003
CHEMBL1973516	P34947	11.5
CHEMBL1973516	P35968	14.1001
CHEMBL1973516	P36507	12.4
CHEMBL1973516	P36888	13.15
CHEMBL1973516	P45983	11.6
CHEMBL1973516	P45984	12.2
CHEMBL1973516	P48729	11.5
CHEMBL1973516	P49336	11.5
CHEMBL1973516	P49760	12.35
CHEMBL1973516	P49841	11.7
CHEMBL1973516	P50613	13.2
CHEMBL1973516	P50750	11.9
CHEMBL1973516	P51812	12.9
CHEMBL1973516	P52333	11.55
CHEMBL1973516	Q00535	12.6
CHEMBL1973516	Q02750	12.25
CHEMBL1973516	Q04759	11.7
CHEMBL1973516	Q04771	11.5
CHEMBL1973516	Q04912	12.2
CHEMBL1973516	Q05397	12.7
CHEMBL1973516	Q06187	11.8
CHEMBL1973516	Q07912	12.8
CHEMBL1973516	Q13131	12.95
CHEMBL1973516	Q13464	11.5
CHEMBL1973516	Q13627	11.8
CHEMBL1973516	Q16288	11.6
CHEMBL1973516	Q16539	11.5
CHEMBL1973516	Q16620	11.5
CHEMBL1973516	Q8IU85	11.7
CHEMBL1973516	Q9HAZ1	13.85
CHEMBL1973516	Q9UHD2	11.6
CHEMBL1973516	Q9UM73	12.9
CHEMBL1973516	Q9UQM7	11.2
CHEMBL1973795	O14965	10.3
CHEMBL1973795	P07333	10.1
CHEMBL1973795	P17612	10.4
CHEMBL1973795	P35968	10.1
CHEMBL1973795	P50750	10.3
CHEMBL1973795	Q04759	10.1
CHEMBL1973795	Q13627	10.2
CHEMBL1973795	Q16620	10.7
CHEMBL1973795	Q8IU85	10.1
CHEMBL1973795	Q9HAZ1	11.9
CHEMBL1975212	O14965	10.4
CHEMBL1975212	O43293	10.2
CHEMBL1975212	O95819	11.1
CHEMBL1975212	P00519	11.7
CHEMBL1975212	P04629	11.4
CHEMBL1975212	P06239	11.6
CHEMBL1975212	P07333	11.8
CHEMBL1975212	P07949	11.6
CHEMBL1975212	P08581	10.9
CHEMBL1975212	P11362	10.8
CHEMBL1975212	P16234	12.4
CHEMBL1975212	P17612	11.2
CHEMBL1975212	P17948	10.9
CHEMBL1975212	P35968	11.6
CHEMBL1975212	P36507	11.3
CHEMBL1975212	P45983	10.6
CHEMBL1975212	P45984	10.6
CHEMBL1975212	P48729	12.7
CHEMBL1975212	P49760	10.5
CHEMBL1975212	P49841	10.5
CHEMBL1975212	P50613	10.7
CHEMBL1975212	P50750	11.1
CHEMBL1975212	P51812	10.5
CHEMBL1975212	Q00535	10.9
CHEMBL1975212	Q02750	12.2
CHEMBL1975212	Q04759	10.1
CHEMBL1975212	Q04771	12.3
CHEMBL1975212	Q04912	10.5
CHEMBL1975212	Q06187	10.6
CHEMBL1975212	Q07912	11.2
CHEMBL1975212	Q13464	10.8
CHEMBL1975212	Q13627	10.6
CHEMBL1975212	Q16288	10.8
CHEMBL1975212	Q16539	10.7
CHEMBL1975212	Q16620	11.1
CHEMBL1975212	Q8IU85	10.5
CHEMBL1975212	Q9HAZ1	11.9
CHEMBL1975212	Q9UM73	10.5
CHEMBL1975212	Q9UQM7	10.8
CHEMBL1975921	O14965	11.1
CHEMBL1975921	O43293	11
CHEMBL1975921	O60674	10.2
CHEMBL1975921	O95819	10.4
CHEMBL1975921	O96013	10.5
CHEMBL1975921	P00519	10.9
CHEMBL1975921	P04629	10.3
CHEMBL1975921	P06241	10.1
CHEMBL1975921	P07333	10.1
CHEMBL1975921	P07949	10.6
CHEMBL1975921	P08581	10.8
CHEMBL1975921	P11309	10.7
CHEMBL1975921	P11362	10.4
CHEMBL1975921	P16234	11.4
CHEMBL1975921	P17612	10.4
CHEMBL1975921	P17948	11.1
CHEMBL1975921	P34947	10.9
CHEMBL1975921	P35968	10.8
CHEMBL1975921	P36507	10.4
CHEMBL1975921	P48729	11.3
CHEMBL1975921	P49336	11.2
CHEMBL1975921	P49760	10.7
CHEMBL1975921	P49841	10.3
CHEMBL1975921	P50613	11
CHEMBL1975921	P50750	11
CHEMBL1975921	P51812	10.6
CHEMBL1975921	Q00535	13.4
CHEMBL1975921	Q02750	10.4
CHEMBL1975921	Q04759	10.6
CHEMBL1975921	Q04771	10.7
CHEMBL1975921	Q04912	10.3
CHEMBL1975921	Q05397	10.6
CHEMBL1975921	Q06187	10.3
CHEMBL1975921	Q07912	10.4
CHEMBL1975921	Q13131	10.7
CHEMBL1975921	Q13464	10.4
CHEMBL1975921	Q13627	11.5
CHEMBL1975921	Q8IU85	10.3
CHEMBL1975921	Q96GD4	11.4
CHEMBL1975921	Q9HAZ1	12
CHEMBL1975921	Q9UHD2	10.2
CHEMBL1975921	Q9UM73	10.3
CHEMBL1975927	O14965	12.6
CHEMBL1975927	O43293	11.8
CHEMBL1975927	O60674	13.9
CHEMBL1975927	O95819	11.4
CHEMBL1975927	O96013	12.6
CHEMBL1975927	P00519	12.4
CHEMBL1975927	P04629	11.7
CHEMBL1975927	P06239	12.2
CHEMBL1975927	P06241	11.6
CHEMBL1975927	P07333	14.4002
CHEMBL1975927	P07949	12.6
CHEMBL1975927	P08069	12.4
CHEMBL1975927	P08581	12.3
CHEMBL1975927	P11309	11.3
CHEMBL1975927	P11362	12.1
CHEMBL1975927	P16234	12.7
CHEMBL1975927	P17612	12.3
CHEMBL1975927	P17948	12.7
CHEMBL1975927	P34947	11.5
CHEMBL1975927	P35968	13.2
CHEMBL1975927	P36507	11.7
CHEMBL1975927	P36888	12.6
CHEMBL1975927	P45983	13
CHEMBL1975927	P45984	12.5
CHEMBL1975927	P48729	11.5
CHEMBL1975927	P49336	11.5
CHEMBL1975927	P49760	12.2
CHEMBL1975927	P49841	11.5
CHEMBL1975927	P50750	11.9
CHEMBL1975927	P51812	12.2
CHEMBL1975927	P52333	12.5
CHEMBL1975927	Q00535	11.6
CHEMBL1975927	Q02750	12.1
CHEMBL1975927	Q04759	11.7
CHEMBL1975927	Q04771	11.5
CHEMBL1975927	Q04912	11.5
CHEMBL1975927	Q05397	12
CHEMBL1975927	Q06187	12
CHEMBL1975927	Q07912	12.5
CHEMBL1975927	Q13131	12.5
CHEMBL1975927	Q13627	11.8
CHEMBL1975927	Q16288	11.6
CHEMBL1975927	Q16513	11.4
CHEMBL1975927	Q16539	11.5
CHEMBL1975927	Q16620	11.7
CHEMBL1975927	Q8IU85	11.7
CHEMBL1975927	Q96GD4	11.6
CHEMBL1975927	Q9HAZ1	12.9
CHEMBL1975927	Q9UHD2	12.6
CHEMBL1975927	Q9UM73	11.7
CHEMBL1975927	Q9UQM7	11.4
CHEMBL1976290	O14965	10.3
CHEMBL1976290	O43293	11.6
CHEMBL1976290	P04629	10.2
CHEMBL1976290	P07333	10.1
CHEMBL1976290	P11309	10.7
CHEMBL1976290	P17612	10.4
CHEMBL1976290	P35968	10.1
CHEMBL1976290	P36888	10.1
CHEMBL1976290	P49841	10.2
CHEMBL1976290	P50750	10.3
CHEMBL1976290	Q04759	10.1
CHEMBL1976290	Q13464	10.8
CHEMBL1976290	Q13627	10.2
CHEMBL1976290	Q8IU85	10.1
CHEMBL1976290	Q9HAZ1	11.7
CHEMBL1977931	O14965	10.3
CHEMBL1977931	O43293	10.3
CHEMBL1977931	O60674	10.4
CHEMBL1977931	O95819	10.4
CHEMBL1977931	O96013	10.4
CHEMBL1977931	P00519	10.2
CHEMBL1977931	P07333	10.3
CHEMBL1977931	P07949	10.5
CHEMBL1977931	P08581	10.5
CHEMBL1977931	P11309	10.2
CHEMBL1977931	P11362	10.3
CHEMBL1977931	P16234	10.6
CHEMBL1977931	P17612	10.9
CHEMBL1977931	P17948	10.5
CHEMBL1977931	P34947	10.5
CHEMBL1977931	P35968	10.9
CHEMBL1977931	P48729	10.4
CHEMBL1977931	P49760	10.8
CHEMBL1977931	P49841	10.3
CHEMBL1977931	P50613	10.3
CHEMBL1977931	P50750	10.4
CHEMBL1977931	P51812	10.2
CHEMBL1977931	P52333	10.2
CHEMBL1977931	Q00535	10.4
CHEMBL1977931	Q02750	10.2
CHEMBL1977931	Q04759	10.2
CHEMBL1977931	Q04912	10.2
CHEMBL1977931	Q05397	10.2
CHEMBL1977931	Q13627	10.8
CHEMBL1977931	Q16539	10.2
CHEMBL1977931	Q8IU85	10.3
CHEMBL1977931	Q9HAZ1	11.7
CHEMBL1977931	Q9UHD2	10.3
CHEMBL1977931	Q9UQM7	10.2
CHEMBL1978271	O14965	11.9
CHEMBL1978271	O43293	11.4
CHEMBL1978271	O60674	11.7
CHEMBL1978271	O95819	11.4
CHEMBL1978271	O96013	11.4
CHEMBL1978271	P00519	11.5
CHEMBL1978271	P04629	11.6
CHEMBL1978271	P06239	11.3
CHEMBL1978271	P06241	11.3
CHEMBL1978271	P07333	11.7
CHEMBL1978271	P07949	12
CHEMBL1978271	P08069	11.7
CHEMBL1978271	P08581	11.7
CHEMBL1978271	P10721	11.5
CHEMBL1978271	P11309	11.3
CHEMBL1978271	P11362	11.5
CHEMBL1978271	P16234	12.1
CHEMBL1978271	P17612	12
CHEMBL1978271	P17948	11.5
